UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L07A;P701C;P702;P702SEXO;P703;P704;P705;P706;FEX_MUJER
1846;41;1;2021;1;0;1;6;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;7;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;8;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;9;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;10;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;11;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;12;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;13;1;2;6;1;3;2;6;720
1846;41;1;2021;1;0;1;14;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;15;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;16;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;17;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;18;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;19;6; ; ; ; ; ; ;720
1846;41;1;2021;1;0;1;20;6; ; ; ; ; ; ;720
1871;17;1;2021;1;0;1;1;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;2;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;3;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;4;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;5;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;6;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;7;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;8;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;9;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;10;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;11;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;12;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;13;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;14;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;15;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;16;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;17;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;18;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;19;6; ; ; ; ; ; ;553
1871;17;1;2021;1;0;1;20;6; ; ; ; ; ; ;553
1871;34;1;2021;1;0;1;1;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;2;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;3;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;4;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;5;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;6;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;7;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;8;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;9;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;10;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;11;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;12;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;13;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;14;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;15;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;16;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;17;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;18;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;19;6; ; ; ; ; ; ;491
1871;34;1;2021;1;0;1;20;6; ; ; ; ; ; ;491
1871;37;1;2021;1;0;1;1;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;2;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;3;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;4;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;5;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;6;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;7;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;8;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;9;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;10;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;11;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;12;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;13;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;14;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;15;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;16;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;17;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;18;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;19;6; ; ; ; ; ; ;1010
1871;37;1;2021;1;0;1;20;6; ; ; ; ; ; ;1010
1871;38;1;2021;1;0;1;1;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;2;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;3;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;4;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;5;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;6;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;7;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;8;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;9;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;10;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;11;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;12;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;13;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;14;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;15;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;16;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;17;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;18;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;19;6; ; ; ; ; ; ;536
1871;38;1;2021;1;0;1;20;6; ; ; ; ; ; ;536
1871;54;1;2021;1;0;1;1;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;2;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;3;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;4;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;5;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;6;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;7;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;8;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;9;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;10;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;11;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;12;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;13;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;14;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;15;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;16;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;17;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;18;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;19;6; ; ; ; ; ; ;472
1871;54;1;2021;1;0;1;20;6; ; ; ; ; ; ;472
1871;55;1;2021;1;0;1;1;1;1;1;1;3;2;6;982
1871;55;1;2021;1;0;1;2;1;1;1;1;2;1;6;982
1871;55;1;2021;1;0;1;3;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;4;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;5;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;6;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;7;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;8;1;1;1;1;3;1;6;982
1871;55;1;2021;1;0;1;9;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;10;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;11;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;12;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;13;1;1;1;1;3;1;6;982
1871;55;1;2021;1;0;1;14;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;15;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;16;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;17;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;18;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;19;6; ; ; ; ; ; ;982
1871;55;1;2021;1;0;1;20;6; ; ; ; ; ; ;982
1871;65;1;2021;1;0;1;1;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;2;1;11;1;2;3;2;6;529
1871;65;1;2021;1;0;1;3;1;11;1;2;3;2;6;529
1871;65;1;2021;1;0;1;4;1;11;1;2;3;2;6;529
1871;65;1;2021;1;0;1;5;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;6;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;7;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;8;1;11;1;2;3;2;6;529
1871;65;1;2021;1;0;1;9;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;10;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;11;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;12;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;13;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;14;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;15;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;16;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;17;6; ; ; ; ; ; ;529
1871;65;1;2021;1;0;1;18;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;19;1;11;1;2;3;3;6;529
1871;65;1;2021;1;0;1;20;6; ; ; ; ; ; ;529
1871;69;1;2021;1;0;1;1;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;2;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;3;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;4;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;5;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;6;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;7;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;8;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;9;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;10;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;11;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;12;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;13;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;14;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;15;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;16;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;17;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;18;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;19;6; ; ; ; ; ; ;472
1871;69;1;2021;1;0;1;20;6; ; ; ; ; ; ;472
1989;5;1;2021;1;0;1;1;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;2;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;3;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;4;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;5;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;6;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;7;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;8;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;9;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;10;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;11;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;12;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;13;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;14;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;15;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;16;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;17;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;18;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;19;6; ; ; ; ; ; ;246
1989;5;1;2021;1;0;1;20;6; ; ; ; ; ; ;246
1989;13;1;2021;1;0;1;1;1;1;1;1;2;3;1;233
1989;13;1;2021;1;0;1;2;1;1;1;1;1;3;1;233
1989;13;1;2021;1;0;1;3;1;3;8;1;3;3;6;233
1989;13;1;2021;1;0;1;4;1;11;1;1;3;3;1;233
1989;13;1;2021;1;0;1;5;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;6;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;7;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;8;1;1;1;1;3;3;6;233
1989;13;1;2021;1;0;1;9;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;10;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;11;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;12;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;13;1;1;1;1;3;3;6;233
1989;13;1;2021;1;0;1;14;1;1;1;1;3;3;6;233
1989;13;1;2021;1;0;1;15;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;16;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;17;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;18;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;19;6; ; ; ; ; ; ;233
1989;13;1;2021;1;0;1;20;6; ; ; ; ; ; ;233
1989;20;1;2021;1;0;1;1;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;2;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;3;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;4;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;5;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;6;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;7;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;8;1;2;6;1;3;3;6;193
1989;20;1;2021;1;0;1;9;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;10;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;11;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;12;1;2;6;1;3;3;6;193
1989;20;1;2021;1;0;1;13;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;14;1;3;8;1;3;3;6;193
1989;20;1;2021;1;0;1;15;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;16;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;17;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;18;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;19;6; ; ; ; ; ; ;193
1989;20;1;2021;1;0;1;20;6; ; ; ; ; ; ;193
1989;21;1;2021;1;0;1;1;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;2;1;2;6;1;1;2;6;220
1989;21;1;2021;1;0;1;3;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;4;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;5;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;6;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;7;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;8;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;9;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;10;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;11;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;12;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;13;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;14;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;15;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;16;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;17;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;18;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;19;6; ; ; ; ; ; ;220
1989;21;1;2021;1;0;1;20;6; ; ; ; ; ; ;220
1989;21;2;2021;1;0;1;1;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;2;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;3;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;4;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;5;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;6;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;7;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;8;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;9;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;10;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;11;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;12;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;13;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;14;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;15;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;16;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;17;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;18;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;19;6; ; ; ; ; ; ;257
1989;21;2;2021;1;0;1;20;6; ; ; ; ; ; ;257
1989;28;1;2021;1;0;1;1;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;2;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;3;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;4;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;5;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;6;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;7;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;8;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;9;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;10;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;11;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;12;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;13;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;14;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;15;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;16;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;17;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;18;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;19;6; ; ; ; ; ; ;228
1989;28;1;2021;1;0;1;20;6; ; ; ; ; ; ;228
1989;30;1;2021;1;0;1;1;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;2;1;7;6;1;3;1;1;824
1989;30;1;2021;1;0;1;3;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;4;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;5;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;6;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;7;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;8;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;9;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;10;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;11;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;12;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;13;1;2;6;1;3;1;6;824
1989;30;1;2021;1;0;1;14;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;15;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;16;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;17;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;18;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;19;6; ; ; ; ; ; ;824
1989;30;1;2021;1;0;1;20;6; ; ; ; ; ; ;824
1989;32;1;2021;1;0;1;1;1;7;8;2;3;2;1;246
1989;32;1;2021;1;0;1;2;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;3;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;4;1;7;6;2;2;2;6;246
1989;32;1;2021;1;0;1;5;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;6;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;7;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;8;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;9;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;10;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;11;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;12;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;13;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;14;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;15;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;16;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;17;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;18;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;19;6; ; ; ; ; ; ;246
1989;32;1;2021;1;0;1;20;6; ; ; ; ; ; ;246
1989;35;1;2021;1;0;1;1;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;2;1;7;6;1;1;1;6;220
1989;35;1;2021;1;0;1;3;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;4;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;5;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;6;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;7;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;8;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;9;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;10;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;11;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;12;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;13;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;14;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;15;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;16;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;17;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;18;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;19;6; ; ; ; ; ; ;220
1989;35;1;2021;1;0;1;20;6; ; ; ; ; ; ;220
2233;1;1;2021;1;1;2;1;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;2;1;7;6;1;3;2;6;424
2233;1;1;2021;1;1;2;3;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;4;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;5;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;6;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;7;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;8;1;2;6;1;2;1;6;424
2233;1;1;2021;1;1;2;9;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;10;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;11;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;12;1;7;6;1;2;2;6;424
2233;1;1;2021;1;1;2;13;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;14;1;7;6;1;3;2;6;424
2233;1;1;2021;1;1;2;15;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;16;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;17;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;18;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;19;6; ; ; ; ; ; ;424
2233;1;1;2021;1;1;2;20;6; ; ; ; ; ; ;424
2233;6;1;2021;1;1;2;1;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;2;1;7;8;1;3;1;1;463
2233;6;1;2021;1;1;2;3;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;4;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;5;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;6;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;7;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;8;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;9;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;10;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;11;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;12;1;10;1;1;3;1;6;463
2233;6;1;2021;1;1;2;13;1;2;6;1;2;1;6;463
2233;6;1;2021;1;1;2;14;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;15;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;16;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;17;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;18;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;19;6; ; ; ; ; ; ;463
2233;6;1;2021;1;1;2;20;6; ; ; ; ; ; ;463
2233;14;1;2021;1;1;2;1;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;2;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;3;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;4;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;5;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;6;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;7;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;8;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;9;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;10;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;11;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;12;6; ; ; ; ; ; ;1534
2233;14;1;2021;1;1;2;13;6; ; ; ; ; ; ;1534
