UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L1011;P1011;P1012;P1013;P1014;FEX_MUJER
19;6;1;2021;1;0;1;1;6; ; ; ;2343
19;6;1;2021;1;0;1;2;6; ; ; ;2343
19;6;1;2021;1;0;1;3;6; ; ; ;2343
19;6;1;2021;1;0;1;4;6; ; ; ;2343
19;6;1;2021;1;0;1;5;6; ; ; ;2343
19;6;1;2021;1;0;1;6;6; ; ; ;2343
19;6;1;2021;1;0;1;7;6; ; ; ;2343
19;6;1;2021;1;0;1;8;6; ; ; ;2343
19;6;1;2021;1;0;1;9;6; ; ; ;2343
19;6;1;2021;1;0;1;10;6; ; ; ;2343
19;6;1;2021;1;0;1;11;6; ; ; ;2343
19;6;1;2021;1;0;1;12;6; ; ; ;2343
19;6;1;2021;1;0;1;13;6; ; ; ;2343
19;6;1;2021;1;0;1;14;6; ; ; ;2343
19;6;1;2021;1;0;1;15;6; ; ; ;2343
19;6;1;2021;1;0;1;16;6; ; ; ;2343
19;6;1;2021;1;0;1;17;6; ; ; ;2343
19;6;1;2021;1;0;1;18;6; ; ; ;2343
19;6;1;2021;1;0;1;19;6; ; ; ;2343
19;6;1;2021;1;0;1;20;6; ; ; ;2343
19;6;1;2021;1;0;1;21;6; ; ; ;2343
19;6;1;2021;1;0;1;22;6; ; ; ;2343
19;6;1;2021;1;0;1;23;6; ; ; ;2343
19;6;1;2021;1;0;1;24;6; ; ; ;2343
74;26;1;2021;1;0;1;1;6; ; ; ;597
74;26;1;2021;1;0;1;2;6; ; ; ;597
74;26;1;2021;1;0;1;3;6; ; ; ;597
74;26;1;2021;1;0;1;4;6; ; ; ;597
74;26;1;2021;1;0;1;5;6; ; ; ;597
74;26;1;2021;1;0;1;6;6; ; ; ;597
74;26;1;2021;1;0;1;7;6; ; ; ;597
74;26;1;2021;1;0;1;8;6; ; ; ;597
74;26;1;2021;1;0;1;9;6; ; ; ;597
74;26;1;2021;1;0;1;10;6; ; ; ;597
74;26;1;2021;1;0;1;11;6; ; ; ;597
74;26;1;2021;1;0;1;12;6; ; ; ;597
74;26;1;2021;1;0;1;13;6; ; ; ;597
74;26;1;2021;1;0;1;14;6; ; ; ;597
74;26;1;2021;1;0;1;15;6; ; ; ;597
74;26;1;2021;1;0;1;16;6; ; ; ;597
74;26;1;2021;1;0;1;17;6; ; ; ;597
74;26;1;2021;1;0;1;18;6; ; ; ;597
74;26;1;2021;1;0;1;19;6; ; ; ;597
74;26;1;2021;1;0;1;20;6; ; ; ;597
74;26;1;2021;1;0;1;21;6; ; ; ;597
74;26;1;2021;1;0;1;22;6; ; ; ;597
74;26;1;2021;1;0;1;23;6; ; ; ;597
74;26;1;2021;1;0;1;24;6; ; ; ;597
74;60;1;2021;1;0;1;1;6; ; ; ;1412
74;60;1;2021;1;0;1;2;6; ; ; ;1412
74;60;1;2021;1;0;1;3;6; ; ; ;1412
74;60;1;2021;1;0;1;4;6; ; ; ;1412
74;60;1;2021;1;0;1;5;6; ; ; ;1412
74;60;1;2021;1;0;1;6;6; ; ; ;1412
74;60;1;2021;1;0;1;7;6; ; ; ;1412
74;60;1;2021;1;0;1;8;6; ; ; ;1412
74;60;1;2021;1;0;1;9;6; ; ; ;1412
74;60;1;2021;1;0;1;10;6; ; ; ;1412
74;60;1;2021;1;0;1;11;6; ; ; ;1412
74;60;1;2021;1;0;1;12;6; ; ; ;1412
74;60;1;2021;1;0;1;13;6; ; ; ;1412
74;60;1;2021;1;0;1;14;6; ; ; ;1412
74;60;1;2021;1;0;1;15;6; ; ; ;1412
74;60;1;2021;1;0;1;16;6; ; ; ;1412
74;60;1;2021;1;0;1;17;6; ; ; ;1412
74;60;1;2021;1;0;1;18;6; ; ; ;1412
74;60;1;2021;1;0;1;19;6; ; ; ;1412
74;60;1;2021;1;0;1;20;6; ; ; ;1412
74;60;1;2021;1;0;1;21;6; ; ; ;1412
74;60;1;2021;1;0;1;22;6; ; ; ;1412
74;60;1;2021;1;0;1;23;1;1;2;6;1412
74;60;1;2021;1;0;1;24;6; ; ; ;1412
183;27;1;2021;1;0;1;1;1;3;1;6;316
183;27;1;2021;1;0;1;2;6; ; ; ;316
183;27;1;2021;1;0;1;3;6; ; ; ;316
183;27;1;2021;1;0;1;4;6; ; ; ;316
183;27;1;2021;1;0;1;5;6; ; ; ;316
183;27;1;2021;1;0;1;6;6; ; ; ;316
183;27;1;2021;1;0;1;7;6; ; ; ;316
183;27;1;2021;1;0;1;8;6; ; ; ;316
183;27;1;2021;1;0;1;9;6; ; ; ;316
183;27;1;2021;1;0;1;10;6; ; ; ;316
183;27;1;2021;1;0;1;11;6; ; ; ;316
183;27;1;2021;1;0;1;12;6; ; ; ;316
183;27;1;2021;1;0;1;13;6; ; ; ;316
183;27;1;2021;1;0;1;14;6; ; ; ;316
183;27;1;2021;1;0;1;15;6; ; ; ;316
183;27;1;2021;1;0;1;16;6; ; ; ;316
183;27;1;2021;1;0;1;17;6; ; ; ;316
183;27;1;2021;1;0;1;18;6; ; ; ;316
183;27;1;2021;1;0;1;19;6; ; ; ;316
183;27;1;2021;1;0;1;20;6; ; ; ;316
183;27;1;2021;1;0;1;21;6; ; ; ;316
183;27;1;2021;1;0;1;22;6; ; ; ;316
183;27;1;2021;1;0;1;23;6; ; ; ;316
183;27;1;2021;1;0;1;24;6; ; ; ;316
222;38;1;2021;1;0;1;1;6; ; ; ;482
222;38;1;2021;1;0;1;2;6; ; ; ;482
222;38;1;2021;1;0;1;3;6; ; ; ;482
222;38;1;2021;1;0;1;4;6; ; ; ;482
222;38;1;2021;1;0;1;5;1;3;3;1;482
222;38;1;2021;1;0;1;6;1;3;3;1;482
222;38;1;2021;1;0;1;7;6; ; ; ;482
222;38;1;2021;1;0;1;8;6; ; ; ;482
222;38;1;2021;1;0;1;9;6; ; ; ;482
222;38;1;2021;1;0;1;10;6; ; ; ;482
222;38;1;2021;1;0;1;11;6; ; ; ;482
222;38;1;2021;1;0;1;12;6; ; ; ;482
222;38;1;2021;1;0;1;13;6; ; ; ;482
222;38;1;2021;1;0;1;14;6; ; ; ;482
222;38;1;2021;1;0;1;15;6; ; ; ;482
222;38;1;2021;1;0;1;16;6; ; ; ;482
222;38;1;2021;1;0;1;17;6; ; ; ;482
222;38;1;2021;1;0;1;18;6; ; ; ;482
222;38;1;2021;1;0;1;19;6; ; ; ;482
222;38;1;2021;1;0;1;20;6; ; ; ;482
222;38;1;2021;1;0;1;21;6; ; ; ;482
222;38;1;2021;1;0;1;22;6; ; ; ;482
222;38;1;2021;1;0;1;23;6; ; ; ;482
222;38;1;2021;1;0;1;24;6; ; ; ;482
222;41;1;2021;1;0;1;1;6; ; ; ;520
222;41;1;2021;1;0;1;2;6; ; ; ;520
222;41;1;2021;1;0;1;3;1;2;2;6;520
222;41;1;2021;1;0;1;4;1;2;2;6;520
222;41;1;2021;1;0;1;5;1;3;2;6;520
222;41;1;2021;1;0;1;6;1;2;1;6;520
222;41;1;2021;1;0;1;7;1;3;1;6;520
222;41;1;2021;1;0;1;8;6; ; ; ;520
222;41;1;2021;1;0;1;9;1;3;1;6;520
222;41;1;2021;1;0;1;10;6; ; ; ;520
222;41;1;2021;1;0;1;11;1;3;2;6;520
222;41;1;2021;1;0;1;12;1;1;1;6;520
222;41;1;2021;1;0;1;13;6; ; ; ;520
222;41;1;2021;1;0;1;14;6; ; ; ;520
222;41;1;2021;1;0;1;15;1;2;1;6;520
222;41;1;2021;1;0;1;16;1;2;2;6;520
222;41;1;2021;1;0;1;17;1;2;2;6;520
222;41;1;2021;1;0;1;18;1;2;2;6;520
222;41;1;2021;1;0;1;19;1;1;2;6;520
222;41;1;2021;1;0;1;20;6; ; ; ;520
222;41;1;2021;1;0;1;21;6; ; ; ;520
222;41;1;2021;1;0;1;22;6; ; ; ;520
222;41;1;2021;1;0;1;23;1;2;3;6;520
222;41;1;2021;1;0;1;24;6; ; ; ;520
222;43;1;2021;1;0;1;1;6; ; ; ;463
222;43;1;2021;1;0;1;2;6; ; ; ;463
222;43;1;2021;1;0;1;3;6; ; ; ;463
222;43;1;2021;1;0;1;4;6; ; ; ;463
222;43;1;2021;1;0;1;5;6; ; ; ;463
222;43;1;2021;1;0;1;6;6; ; ; ;463
222;43;1;2021;1;0;1;7;6; ; ; ;463
222;43;1;2021;1;0;1;8;6; ; ; ;463
222;43;1;2021;1;0;1;9;6; ; ; ;463
222;43;1;2021;1;0;1;10;6; ; ; ;463
222;43;1;2021;1;0;1;11;6; ; ; ;463
222;43;1;2021;1;0;1;12;6; ; ; ;463
222;43;1;2021;1;0;1;13;6; ; ; ;463
222;43;1;2021;1;0;1;14;6; ; ; ;463
222;43;1;2021;1;0;1;15;6; ; ; ;463
222;43;1;2021;1;0;1;16;6; ; ; ;463
222;43;1;2021;1;0;1;17;6; ; ; ;463
222;43;1;2021;1;0;1;18;6; ; ; ;463
222;43;1;2021;1;0;1;19;6; ; ; ;463
222;43;1;2021;1;0;1;20;6; ; ; ;463
222;43;1;2021;1;0;1;21;6; ; ; ;463
222;43;1;2021;1;0;1;22;6; ; ; ;463
222;43;1;2021;1;0;1;23;6; ; ; ;463
222;43;1;2021;1;0;1;24;6; ; ; ;463
274;1;1;2021;1;0;1;1;1;3;2;6;1270
274;1;1;2021;1;0;1;2;1;3;2;6;1270
274;1;1;2021;1;0;1;3;6; ; ; ;1270
274;1;1;2021;1;0;1;4;1;2;2;6;1270
274;1;1;2021;1;0;1;5;6; ; ; ;1270
274;1;1;2021;1;0;1;6;6; ; ; ;1270
274;1;1;2021;1;0;1;7;6; ; ; ;1270
274;1;1;2021;1;0;1;8;6; ; ; ;1270
274;1;1;2021;1;0;1;9;1;1;3;6;1270
274;1;1;2021;1;0;1;10;6; ; ; ;1270
274;1;1;2021;1;0;1;11;6; ; ; ;1270
274;1;1;2021;1;0;1;12;6; ; ; ;1270
274;1;1;2021;1;0;1;13;6; ; ; ;1270
274;1;1;2021;1;0;1;14;6; ; ; ;1270
274;1;1;2021;1;0;1;15;6; ; ; ;1270
274;1;1;2021;1;0;1;16;6; ; ; ;1270
274;1;1;2021;1;0;1;17;1;1;3;6;1270
274;1;1;2021;1;0;1;18;1;1;3;6;1270
274;1;1;2021;1;0;1;19;6; ; ; ;1270
274;1;1;2021;1;0;1;20;6; ; ; ;1270
274;1;1;2021;1;0;1;21;6; ; ; ;1270
274;1;1;2021;1;0;1;22;6; ; ; ;1270
274;1;1;2021;1;0;1;23;1;3;3;6;1270
274;1;1;2021;1;0;1;24;6; ; ; ;1270
274;25;1;2021;1;0;1;1;6; ; ; ;2460
274;25;1;2021;1;0;1;2;6; ; ; ;2460
274;25;1;2021;1;0;1;3;6; ; ; ;2460
274;25;1;2021;1;0;1;4;6; ; ; ;2460
274;25;1;2021;1;0;1;5;1;2;3;1;2460
274;25;1;2021;1;0;1;6;1;3;3;1;2460
274;25;1;2021;1;0;1;7;6; ; ; ;2460
274;25;1;2021;1;0;1;8;1;2;3;1;2460
274;25;1;2021;1;0;1;9;6; ; ; ;2460
274;25;1;2021;1;0;1;10;6; ; ; ;2460
274;25;1;2021;1;0;1;11;6; ; ; ;2460
274;25;1;2021;1;0;1;12;6; ; ; ;2460
274;25;1;2021;1;0;1;13;6; ; ; ;2460
274;25;1;2021;1;0;1;14;6; ; ; ;2460
274;25;1;2021;1;0;1;15;6; ; ; ;2460
274;25;1;2021;1;0;1;16;6; ; ; ;2460
274;25;1;2021;1;0;1;17;6; ; ; ;2460
274;25;1;2021;1;0;1;18;6; ; ; ;2460
274;25;1;2021;1;0;1;19;6; ; ; ;2460
274;25;1;2021;1;0;1;20;6; ; ; ;2460
274;25;1;2021;1;0;1;21;6; ; ; ;2460
274;25;1;2021;1;0;1;22;6; ; ; ;2460
274;25;1;2021;1;0;1;23;6; ; ; ;2460
274;25;1;2021;1;0;1;24;6; ; ; ;2460
274;28;1;2021;1;0;1;1;6; ; ; ;2254
274;28;1;2021;1;0;1;2;6; ; ; ;2254
274;28;1;2021;1;0;1;3;6; ; ; ;2254
274;28;1;2021;1;0;1;4;6; ; ; ;2254
274;28;1;2021;1;0;1;5;1;3;2;6;2254
274;28;1;2021;1;0;1;6;1;3;2;6;2254
274;28;1;2021;1;0;1;7;1;2;2;6;2254
274;28;1;2021;1;0;1;8;6; ; ; ;2254
274;28;1;2021;1;0;1;9;1;2;2;6;2254
274;28;1;2021;1;0;1;10;6; ; ; ;2254
274;28;1;2021;1;0;1;11;6; ; ; ;2254
274;28;1;2021;1;0;1;12;6; ; ; ;2254
274;28;1;2021;1;0;1;13;6; ; ; ;2254
274;28;1;2021;1;0;1;14;6; ; ; ;2254
274;28;1;2021;1;0;1;15;6; ; ; ;2254
274;28;1;2021;1;0;1;16;6; ; ; ;2254
274;28;1;2021;1;0;1;17;6; ; ; ;2254
274;28;1;2021;1;0;1;18;6; ; ; ;2254
274;28;1;2021;1;0;1;19;6; ; ; ;2254
274;28;1;2021;1;0;1;20;6; ; ; ;2254
274;28;1;2021;1;0;1;21;6; ; ; ;2254
274;28;1;2021;1;0;1;22;6; ; ; ;2254
274;28;1;2021;1;0;1;23;6; ; ; ;2254
274;28;1;2021;1;0;1;24;6; ; ; ;2254
327;68;1;2021;1;0;1;1;6; ; ; ;597
327;68;1;2021;1;0;1;2;6; ; ; ;597
327;68;1;2021;1;0;1;3;6; ; ; ;597
327;68;1;2021;1;0;1;4;6; ; ; ;597
327;68;1;2021;1;0;1;5;6; ; ; ;597
327;68;1;2021;1;0;1;6;6; ; ; ;597
327;68;1;2021;1;0;1;7;6; ; ; ;597
327;68;1;2021;1;0;1;8;6; ; ; ;597
327;68;1;2021;1;0;1;9;6; ; ; ;597
327;68;1;2021;1;0;1;10;6; ; ; ;597
327;68;1;2021;1;0;1;11;6; ; ; ;597
327;68;1;2021;1;0;1;12;6; ; ; ;597
327;68;1;2021;1;0;1;13;6; ; ; ;597
327;68;1;2021;1;0;1;14;6; ; ; ;597
327;68;1;2021;1;0;1;15;6; ; ; ;597
327;68;1;2021;1;0;1;16;6; ; ; ;597
327;68;1;2021;1;0;1;17;6; ; ; ;597
327;68;1;2021;1;0;1;18;6; ; ; ;597
327;68;1;2021;1;0;1;19;6; ; ; ;597
327;68;1;2021;1;0;1;20;6; ; ; ;597
327;68;1;2021;1;0;1;21;6; ; ; ;597
327;68;1;2021;1;0;1;22;6; ; ; ;597
327;68;1;2021;1;0;1;23;6; ; ; ;597
327;68;1;2021;1;0;1;24;6; ; ; ;597
486;27;1;2021;1;0;1;1;6; ; ; ;5764
486;27;1;2021;1;0;1;2;6; ; ; ;5764
486;27;1;2021;1;0;1;3;6; ; ; ;5764
486;27;1;2021;1;0;1;4;6; ; ; ;5764
486;27;1;2021;1;0;1;5;6; ; ; ;5764
486;27;1;2021;1;0;1;6;6; ; ; ;5764
486;27;1;2021;1;0;1;7;6; ; ; ;5764
486;27;1;2021;1;0;1;8;6; ; ; ;5764
486;27;1;2021;1;0;1;9;6; ; ; ;5764
486;27;1;2021;1;0;1;10;6; ; ; ;5764
486;27;1;2021;1;0;1;11;6; ; ; ;5764
486;27;1;2021;1;0;1;12;6; ; ; ;5764
486;27;1;2021;1;0;1;13;6; ; ; ;5764
486;27;1;2021;1;0;1;14;6; ; ; ;5764
486;27;1;2021;1;0;1;15;6; ; ; ;5764
486;27;1;2021;1;0;1;16;6; ; ; ;5764
486;27;1;2021;1;0;1;17;6; ; ; ;5764
486;27;1;2021;1;0;1;18;6; ; ; ;5764
486;27;1;2021;1;0;1;19;6; ; ; ;5764
486;27;1;2021;1;0;1;20;6; ; ; ;5764
486;27;1;2021;1;0;1;21;6; ; ; ;5764
486;27;1;2021;1;0;1;22;6; ; ; ;5764
486;27;1;2021;1;0;1;23;6; ; ; ;5764
486;27;1;2021;1;0;1;24;6; ; ; ;5764
621;5;1;2021;1;0;1;1;6; ; ; ;550
621;5;1;2021;1;0;1;2;6; ; ; ;550
621;5;1;2021;1;0;1;3;6; ; ; ;550
621;5;1;2021;1;0;1;4;6; ; ; ;550
621;5;1;2021;1;0;1;5;6; ; ; ;550
621;5;1;2021;1;0;1;6;6; ; ; ;550
621;5;1;2021;1;0;1;7;6; ; ; ;550
621;5;1;2021;1;0;1;8;6; ; ; ;550
621;5;1;2021;1;0;1;9;6; ; ; ;550
621;5;1;2021;1;0;1;10;6; ; ; ;550
621;5;1;2021;1;0;1;11;6; ; ; ;550
621;5;1;2021;1;0;1;12;6; ; ; ;550
621;5;1;2021;1;0;1;13;6; ; ; ;550
621;5;1;2021;1;0;1;14;6; ; ; ;550
621;5;1;2021;1;0;1;15;6; ; ; ;550
621;5;1;2021;1;0;1;16;6; ; ; ;550
621;5;1;2021;1;0;1;17;6; ; ; ;550
621;5;1;2021;1;0;1;18;6; ; ; ;550
621;5;1;2021;1;0;1;19;6; ; ; ;550
621;5;1;2021;1;0;1;20;6; ; ; ;550
621;5;1;2021;1;0;1;21;6; ; ; ;550
621;5;1;2021;1;0;1;22;6; ; ; ;550
621;5;1;2021;1;0;1;23;6; ; ; ;550
621;5;1;2021;1;0;1;24;6; ; ; ;550
621;10;1;2021;1;0;1;1;6; ; ; ;1419
621;10;1;2021;1;0;1;2;6; ; ; ;1419
621;10;1;2021;1;0;1;3;1;3;2;6;1419
621;10;1;2021;1;0;1;4;1;3;2;6;1419
621;10;1;2021;1;0;1;5;6; ; ; ;1419
621;10;1;2021;1;0;1;6;6; ; ; ;1419
621;10;1;2021;1;0;1;7;6; ; ; ;1419
621;10;1;2021;1;0;1;8;6; ; ; ;1419
621;10;1;2021;1;0;1;9;6; ; ; ;1419
621;10;1;2021;1;0;1;10;6; ; ; ;1419
621;10;1;2021;1;0;1;11;1;2;2;6;1419
621;10;1;2021;1;0;1;12;6; ; ; ;1419
621;10;1;2021;1;0;1;13;6; ; ; ;1419
621;10;1;2021;1;0;1;14;1;1;1;6;1419
621;10;1;2021;1;0;1;15;1;3;2;6;1419
621;10;1;2021;1;0;1;16;6; ; ; ;1419
621;10;1;2021;1;0;1;17;6; ; ; ;1419
621;10;1;2021;1;0;1;18;6; ; ; ;1419
621;10;1;2021;1;0;1;19;6; ; ; ;1419
621;10;1;2021;1;0;1;20;1;2;1;6;1419
621;10;1;2021;1;0;1;21;6; ; ; ;1419
621;10;1;2021;1;0;1;22;6; ; ; ;1419
621;10;1;2021;1;0;1;23;6; ; ; ;1419
621;10;1;2021;1;0;1;24;6; ; ; ;1419
621;18;1;2021;1;0;1;1;1;3;2;6;1918
621;18;1;2021;1;0;1;2;1;2;3;6;1918
621;18;1;2021;1;0;1;3;1;3;3;6;1918
621;18;1;2021;1;0;1;4;1;3;3;6;1918
621;18;1;2021;1;0;1;5;6; ; ; ;1918
621;18;1;2021;1;0;1;6;6; ; ; ;1918
621;18;1;2021;1;0;1;7;6; ; ; ;1918
621;18;1;2021;1;0;1;8;6; ; ; ;1918
621;18;1;2021;1;0;1;9;1;3;3;6;1918
621;18;1;2021;1;0;1;10;1;2;2;6;1918
621;18;1;2021;1;0;1;11;1;2;3;6;1918
621;18;1;2021;1;0;1;12;1;2;3;6;1918
621;18;1;2021;1;0;1;13;6; ; ; ;1918
621;18;1;2021;1;0;1;14;6; ; ; ;1918
621;18;1;2021;1;0;1;15;1;3;3;6;1918
621;18;1;2021;1;0;1;16;1;2;3;6;1918
621;18;1;2021;1;0;1;17;1;2;3;6;1918
621;18;1;2021;1;0;1;18;1;2;3;6;1918
621;18;1;2021;1;0;1;19;6; ; ; ;1918
621;18;1;2021;1;0;1;20;6; ; ; ;1918
621;18;1;2021;1;0;1;21;6; ; ; ;1918
621;18;1;2021;1;0;1;22;1;1;3;6;1918
621;18;1;2021;1;0;1;23;1;2;3;6;1918
621;18;1;2021;1;0;1;24;6; ; ; ;1918
621;27;1;2021;1;0;1;1;6; ; ; ;2103
621;27;1;2021;1;0;1;2;6; ; ; ;2103
621;27;1;2021;1;0;1;3;6; ; ; ;2103
621;27;1;2021;1;0;1;4;6; ; ; ;2103
621;27;1;2021;1;0;1;5;6; ; ; ;2103
621;27;1;2021;1;0;1;6;6; ; ; ;2103
621;27;1;2021;1;0;1;7;6; ; ; ;2103
621;27;1;2021;1;0;1;8;6; ; ; ;2103
621;27;1;2021;1;0;1;9;6; ; ; ;2103
621;27;1;2021;1;0;1;10;6; ; ; ;2103
621;27;1;2021;1;0;1;11;6; ; ; ;2103
621;27;1;2021;1;0;1;12;6; ; ; ;2103
621;27;1;2021;1;0;1;13;6; ; ; ;2103
621;27;1;2021;1;0;1;14;6; ; ; ;2103
621;27;1;2021;1;0;1;15;6; ; ; ;2103
621;27;1;2021;1;0;1;16;6; ; ; ;2103
621;27;1;2021;1;0;1;17;6; ; ; ;2103
621;27;1;2021;1;0;1;18;6; ; ; ;2103
621;27;1;2021;1;0;1;19;6; ; ; ;2103
621;27;1;2021;1;0;1;20;6; ; ; ;2103
621;27;1;2021;1;0;1;21;6; ; ; ;2103
621;27;1;2021;1;0;1;22;6; ; ; ;2103
621;27;1;2021;1;0;1;23;6; ; ; ;2103
621;27;1;2021;1;0;1;24;6; ; ; ;2103
621;48;1;2021;1;0;1;1;1;3;3;6;2129
621;48;1;2021;1;0;1;2;6; ; ; ;2129
621;48;1;2021;1;0;1;3;1;3;3;6;2129
621;48;1;2021;1;0;1;4;1;3;3;6;2129
621;48;1;2021;1;0;1;5;6; ; ; ;2129
621;48;1;2021;1;0;1;6;6; ; ; ;2129
621;48;1;2021;1;0;1;7;6; ; ; ;2129
621;48;1;2021;1;0;1;8;6; ; ; ;2129
621;48;1;2021;1;0;1;9;6; ; ; ;2129
621;48;1;2021;1;0;1;10;6; ; ; ;2129
621;48;1;2021;1;0;1;11;6; ; ; ;2129
621;48;1;2021;1;0;1;12;1;3;3;6;2129
621;48;1;2021;1;0;1;13;6; ; ; ;2129
621;48;1;2021;1;0;1;14;6; ; ; ;2129
621;48;1;2021;1;0;1;15;6; ; ; ;2129
621;48;1;2021;1;0;1;16;1;3;3;6;2129
621;48;1;2021;1;0;1;17;1;3;3;6;2129
621;48;1;2021;1;0;1;18;6; ; ; ;2129
621;48;1;2021;1;0;1;19;1;3;3;6;2129
621;48;1;2021;1;0;1;20;6; ; ; ;2129
621;48;1;2021;1;0;1;21;6; ; ; ;2129
621;48;1;2021;1;0;1;22;6; ; ; ;2129
621;48;1;2021;1;0;1;23;1;3;3;6;2129
621;48;1;2021;1;0;1;24;6; ; ; ;2129
622;16;1;2021;1;0;1;1;6; ; ; ;774
622;16;1;2021;1;0;1;2;6; ; ; ;774
622;16;1;2021;1;0;1;3;6; ; ; ;774
622;16;1;2021;1;0;1;4;6; ; ; ;774
622;16;1;2021;1;0;1;5;6; ; ; ;774
622;16;1;2021;1;0;1;6;6; ; ; ;774
622;16;1;2021;1;0;1;7;6; ; ; ;774
622;16;1;2021;1;0;1;8;6; ; ; ;774
622;16;1;2021;1;0;1;9;6; ; ; ;774
622;16;1;2021;1;0;1;10;6; ; ; ;774
622;16;1;2021;1;0;1;11;6; ; ; ;774
622;16;1;2021;1;0;1;12;6; ; ; ;774
622;16;1;2021;1;0;1;13;6; ; ; ;774
622;16;1;2021;1;0;1;14;6; ; ; ;774
622;16;1;2021;1;0;1;15;6; ; ; ;774
622;16;1;2021;1;0;1;16;6; ; ; ;774
622;16;1;2021;1;0;1;17;6; ; ; ;774
622;16;1;2021;1;0;1;18;6; ; ; ;774
622;16;1;2021;1;0;1;19;6; ; ; ;774
622;16;1;2021;1;0;1;20;6; ; ; ;774
622;16;1;2021;1;0;1;21;6; ; ; ;774
622;16;1;2021;1;0;1;22;6; ; ; ;774
622;16;1;2021;1;0;1;23;6; ; ; ;774
622;16;1;2021;1;0;1;24;6; ; ; ;774
622;19;1;2021;1;0;1;1;6; ; ; ;743
622;19;1;2021;1;0;1;2;6; ; ; ;743
622;19;1;2021;1;0;1;3;6; ; ; ;743
622;19;1;2021;1;0;1;4;6; ; ; ;743
622;19;1;2021;1;0;1;5;6; ; ; ;743
622;19;1;2021;1;0;1;6;6; ; ; ;743
622;19;1;2021;1;0;1;7;6; ; ; ;743
622;19;1;2021;1;0;1;8;6; ; ; ;743
622;19;1;2021;1;0;1;9;6; ; ; ;743
622;19;1;2021;1;0;1;10;6; ; ; ;743
622;19;1;2021;1;0;1;11;6; ; ; ;743
622;19;1;2021;1;0;1;12;6; ; ; ;743
622;19;1;2021;1;0;1;13;6; ; ; ;743
622;19;1;2021;1;0;1;14;6; ; ; ;743
622;19;1;2021;1;0;1;15;6; ; ; ;743
622;19;1;2021;1;0;1;16;6; ; ; ;743
622;19;1;2021;1;0;1;17;6; ; ; ;743
622;19;1;2021;1;0;1;18;6; ; ; ;743
622;19;1;2021;1;0;1;19;6; ; ; ;743
622;19;1;2021;1;0;1;20;6; ; ; ;743
622;19;1;2021;1;0;1;21;6; ; ; ;743
622;19;1;2021;1;0;1;22;6; ; ; ;743
622;19;1;2021;1;0;1;23;6; ; ; ;743
622;19;1;2021;1;0;1;24;6; ; ; ;743
622;27;1;2021;1;0;1;1;6; ; ; ;201
622;27;1;2021;1;0;1;2;6; ; ; ;201
622;27;1;2021;1;0;1;3;6; ; ; ;201
622;27;1;2021;1;0;1;4;6; ; ; ;201
622;27;1;2021;1;0;1;5;6; ; ; ;201
622;27;1;2021;1;0;1;6;6; ; ; ;201
622;27;1;2021;1;0;1;7;6; ; ; ;201
622;27;1;2021;1;0;1;8;6; ; ; ;201
622;27;1;2021;1;0;1;9;6; ; ; ;201
622;27;1;2021;1;0;1;10;6; ; ; ;201
622;27;1;2021;1;0;1;11;6; ; ; ;201
622;27;1;2021;1;0;1;12;6; ; ; ;201
622;27;1;2021;1;0;1;13;6; ; ; ;201
622;27;1;2021;1;0;1;14;6; ; ; ;201
622;27;1;2021;1;0;1;15;6; ; ; ;201
622;27;1;2021;1;0;1;16;6; ; ; ;201
622;27;1;2021;1;0;1;17;6; ; ; ;201
622;27;1;2021;1;0;1;18;6; ; ; ;201
622;27;1;2021;1;0;1;19;6; ; ; ;201
622;27;1;2021;1;0;1;20;6; ; ; ;201
622;27;1;2021;1;0;1;21;6; ; ; ;201
622;27;1;2021;1;0;1;22;6; ; ; ;201
622;27;1;2021;1;0;1;23;6; ; ; ;201
622;27;1;2021;1;0;1;24;6; ; ; ;201
622;28;1;2021;1;0;1;1;6; ; ; ;639
622;28;1;2021;1;0;1;2;6; ; ; ;639
622;28;1;2021;1;0;1;3;1;2;2;6;639
622;28;1;2021;1;0;1;4;6; ; ; ;639
622;28;1;2021;1;0;1;5;6; ; ; ;639
622;28;1;2021;1;0;1;6;6; ; ; ;639
622;28;1;2021;1;0;1;7;6; ; ; ;639
622;28;1;2021;1;0;1;8;6; ; ; ;639
622;28;1;2021;1;0;1;9;6; ; ; ;639
622;28;1;2021;1;0;1;10;6; ; ; ;639
622;28;1;2021;1;0;1;11;1;2;2;6;639
622;28;1;2021;1;0;1;12;6; ; ; ;639
622;28;1;2021;1;0;1;13;6; ; ; ;639
622;28;1;2021;1;0;1;14;6; ; ; ;639
622;28;1;2021;1;0;1;15;6; ; ; ;639
622;28;1;2021;1;0;1;16;6; ; ; ;639
622;28;1;2021;1;0;1;17;6; ; ; ;639
622;28;1;2021;1;0;1;18;6; ; ; ;639
622;28;1;2021;1;0;1;19;6; ; ; ;639
622;28;1;2021;1;0;1;20;6; ; ; ;639
622;28;1;2021;1;0;1;21;6; ; ; ;639
622;28;1;2021;1;0;1;22;6; ; ; ;639
622;28;1;2021;1;0;1;23;6; ; ; ;639
622;28;1;2021;1;0;1;24;6; ; ; ;639
805;25;1;2021;1;0;1;1;6; ; ; ;470
805;25;1;2021;1;0;1;2;6; ; ; ;470
805;25;1;2021;1;0;1;3;1;3;3;6;470
