UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L1007;P1007;P1008;P1009;P1010;FEX_MUJER
19;4;1;2021;1;0;1;1;6; ; ; ;459
19;4;1;2021;1;0;1;2;6; ; ; ;459
19;4;1;2021;1;0;1;3;6; ; ; ;459
19;4;1;2021;1;0;1;4;6; ; ; ;459
19;4;1;2021;1;0;1;5;6; ; ; ;459
19;4;1;2021;1;0;1;6;6; ; ; ;459
19;4;1;2021;1;0;1;7;6; ; ; ;459
19;4;1;2021;1;0;1;8;6; ; ; ;459
19;4;1;2021;1;0;1;9;6; ; ; ;459
19;4;1;2021;1;0;1;11;6; ; ; ;459
19;4;1;2021;1;0;1;12;6; ; ; ;459
19;4;1;2021;1;0;1;13;6; ; ; ;459
19;4;1;2021;1;0;1;14;6; ; ; ;459
19;4;1;2021;1;0;1;15;6; ; ; ;459
19;4;1;2021;1;0;1;16;6; ; ; ;459
19;4;1;2021;1;0;1;17;6; ; ; ;459
19;4;1;2021;1;0;1;18;6; ; ; ;459
19;4;1;2021;1;0;1;19;6; ; ; ;459
19;4;1;2021;1;0;1;20;6; ; ; ;459
19;4;1;2021;1;0;1;21;6; ; ; ;459
19;4;1;2021;1;0;1;22;6; ; ; ;459
19;4;1;2021;1;0;1;23;6; ; ; ;459
19;4;1;2021;1;0;1;24;6; ; ; ;459
19;11;1;2021;1;0;1;1;1;2;2;6;416
19;11;1;2021;1;0;1;2;6; ; ; ;416
19;11;1;2021;1;0;1;3;6; ; ; ;416
19;11;1;2021;1;0;1;4;6; ; ; ;416
19;11;1;2021;1;0;1;5;6; ; ; ;416
19;11;1;2021;1;0;1;6;6; ; ; ;416
19;11;1;2021;1;0;1;7;6; ; ; ;416
19;11;1;2021;1;0;1;8;6; ; ; ;416
19;11;1;2021;1;0;1;9;6; ; ; ;416
19;11;1;2021;1;0;1;11;6; ; ; ;416
19;11;1;2021;1;0;1;12;6; ; ; ;416
19;11;1;2021;1;0;1;13;6; ; ; ;416
19;11;1;2021;1;0;1;14;6; ; ; ;416
19;11;1;2021;1;0;1;15;6; ; ; ;416
19;11;1;2021;1;0;1;16;6; ; ; ;416
19;11;1;2021;1;0;1;17;6; ; ; ;416
19;11;1;2021;1;0;1;18;6; ; ; ;416
19;11;1;2021;1;0;1;19;6; ; ; ;416
19;11;1;2021;1;0;1;20;6; ; ; ;416
19;11;1;2021;1;0;1;21;6; ; ; ;416
19;11;1;2021;1;0;1;22;6; ; ; ;416
19;11;1;2021;1;0;1;23;6; ; ; ;416
19;11;1;2021;1;0;1;24;6; ; ; ;416
19;20;1;2021;1;0;1;1;6; ; ; ;543
19;20;1;2021;1;0;1;2;6; ; ; ;543
19;20;1;2021;1;0;1;3;6; ; ; ;543
19;20;1;2021;1;0;1;4;6; ; ; ;543
19;20;1;2021;1;0;1;5;6; ; ; ;543
19;20;1;2021;1;0;1;6;6; ; ; ;543
19;20;1;2021;1;0;1;7;6; ; ; ;543
19;20;1;2021;1;0;1;8;6; ; ; ;543
19;20;1;2021;1;0;1;9;6; ; ; ;543
19;20;1;2021;1;0;1;11;6; ; ; ;543
19;20;1;2021;1;0;1;12;6; ; ; ;543
19;20;1;2021;1;0;1;13;6; ; ; ;543
19;20;1;2021;1;0;1;14;6; ; ; ;543
19;20;1;2021;1;0;1;15;6; ; ; ;543
19;20;1;2021;1;0;1;16;6; ; ; ;543
19;20;1;2021;1;0;1;17;6; ; ; ;543
19;20;1;2021;1;0;1;18;6; ; ; ;543
19;20;1;2021;1;0;1;19;6; ; ; ;543
19;20;1;2021;1;0;1;20;6; ; ; ;543
19;20;1;2021;1;0;1;21;6; ; ; ;543
19;20;1;2021;1;0;1;22;6; ; ; ;543
19;20;1;2021;1;0;1;23;6; ; ; ;543
19;20;1;2021;1;0;1;24;6; ; ; ;543
74;7;1;2021;1;0;1;1;6; ; ; ;597
74;7;1;2021;1;0;1;2;6; ; ; ;597
74;7;1;2021;1;0;1;3;6; ; ; ;597
74;7;1;2021;1;0;1;4;6; ; ; ;597
74;7;1;2021;1;0;1;5;6; ; ; ;597
74;7;1;2021;1;0;1;6;6; ; ; ;597
74;7;1;2021;1;0;1;7;6; ; ; ;597
74;7;1;2021;1;0;1;8;6; ; ; ;597
74;7;1;2021;1;0;1;9;6; ; ; ;597
74;7;1;2021;1;0;1;11;6; ; ; ;597
74;7;1;2021;1;0;1;12;6; ; ; ;597
74;7;1;2021;1;0;1;13;6; ; ; ;597
74;7;1;2021;1;0;1;14;6; ; ; ;597
74;7;1;2021;1;0;1;15;6; ; ; ;597
74;7;1;2021;1;0;1;16;6; ; ; ;597
74;7;1;2021;1;0;1;17;6; ; ; ;597
74;7;1;2021;1;0;1;18;6; ; ; ;597
74;7;1;2021;1;0;1;19;6; ; ; ;597
74;7;1;2021;1;0;1;20;6; ; ; ;597
74;7;1;2021;1;0;1;21;6; ; ; ;597
74;7;1;2021;1;0;1;22;6; ; ; ;597
74;7;1;2021;1;0;1;23;6; ; ; ;597
74;7;1;2021;1;0;1;24;6; ; ; ;597
74;44;1;2021;1;0;1;1;6; ; ; ;2821
74;44;1;2021;1;0;1;2;6; ; ; ;2821
74;44;1;2021;1;0;1;3;1;1;2;6;2821
74;44;1;2021;1;0;1;4;6; ; ; ;2821
74;44;1;2021;1;0;1;5;6; ; ; ;2821
74;44;1;2021;1;0;1;6;6; ; ; ;2821
74;44;1;2021;1;0;1;7;1;1;1;6;2821
74;44;1;2021;1;0;1;8;6; ; ; ;2821
74;44;1;2021;1;0;1;9;1;1;2;6;2821
74;44;1;2021;1;0;1;11;1;2;2;6;2821
74;44;1;2021;1;0;1;12;6; ; ; ;2821
74;44;1;2021;1;0;1;13;6; ; ; ;2821
74;44;1;2021;1;0;1;14;6; ; ; ;2821
74;44;1;2021;1;0;1;15;1;3;2;6;2821
74;44;1;2021;1;0;1;16;1;2;2;6;2821
74;44;1;2021;1;0;1;17;6; ; ; ;2821
74;44;1;2021;1;0;1;18;1;2;2;6;2821
74;44;1;2021;1;0;1;19;1;2;2;6;2821
74;44;1;2021;1;0;1;20;6; ; ; ;2821
74;44;1;2021;1;0;1;21;6; ; ; ;2821
74;44;1;2021;1;0;1;22;6; ; ; ;2821
74;44;1;2021;1;0;1;23;1;3;2;6;2821
74;44;1;2021;1;0;1;24;6; ; ; ;2821
74;56;1;2021;1;0;1;1;6; ; ; ;796
74;56;1;2021;1;0;1;2;6; ; ; ;796
74;56;1;2021;1;0;1;3;6; ; ; ;796
74;56;1;2021;1;0;1;4;6; ; ; ;796
74;56;1;2021;1;0;1;5;6; ; ; ;796
74;56;1;2021;1;0;1;6;6; ; ; ;796
74;56;1;2021;1;0;1;7;6; ; ; ;796
74;56;1;2021;1;0;1;8;6; ; ; ;796
74;56;1;2021;1;0;1;9;6; ; ; ;796
74;56;1;2021;1;0;1;11;6; ; ; ;796
74;56;1;2021;1;0;1;12;6; ; ; ;796
74;56;1;2021;1;0;1;13;6; ; ; ;796
74;56;1;2021;1;0;1;14;6; ; ; ;796
74;56;1;2021;1;0;1;15;6; ; ; ;796
74;56;1;2021;1;0;1;16;6; ; ; ;796
74;56;1;2021;1;0;1;17;6; ; ; ;796
74;56;1;2021;1;0;1;18;6; ; ; ;796
74;56;1;2021;1;0;1;19;6; ; ; ;796
74;56;1;2021;1;0;1;20;6; ; ; ;796
74;56;1;2021;1;0;1;21;6; ; ; ;796
74;56;1;2021;1;0;1;22;6; ; ; ;796
74;56;1;2021;1;0;1;23;6; ; ; ;796
74;56;1;2021;1;0;1;24;6; ; ; ;796
74;67;1;2021;1;0;1;1;6; ; ; ;597
74;67;1;2021;1;0;1;2;6; ; ; ;597
74;67;1;2021;1;0;1;3;6; ; ; ;597
74;67;1;2021;1;0;1;4;6; ; ; ;597
74;67;1;2021;1;0;1;5;6; ; ; ;597
74;67;1;2021;1;0;1;6;6; ; ; ;597
74;67;1;2021;1;0;1;7;6; ; ; ;597
74;67;1;2021;1;0;1;8;6; ; ; ;597
74;67;1;2021;1;0;1;9;6; ; ; ;597
74;67;1;2021;1;0;1;11;6; ; ; ;597
74;67;1;2021;1;0;1;12;6; ; ; ;597
74;67;1;2021;1;0;1;13;6; ; ; ;597
74;67;1;2021;1;0;1;14;6; ; ; ;597
74;67;1;2021;1;0;1;15;6; ; ; ;597
74;67;1;2021;1;0;1;16;6; ; ; ;597
74;67;1;2021;1;0;1;17;6; ; ; ;597
74;67;1;2021;1;0;1;18;6; ; ; ;597
74;67;1;2021;1;0;1;19;6; ; ; ;597
74;67;1;2021;1;0;1;20;6; ; ; ;597
74;67;1;2021;1;0;1;21;6; ; ; ;597
74;67;1;2021;1;0;1;22;6; ; ; ;597
74;67;1;2021;1;0;1;23;6; ; ; ;597
74;67;1;2021;1;0;1;24;6; ; ; ;597
183;2;1;2021;1;0;1;1;6; ; ; ;945
183;2;1;2021;1;0;1;2;6; ; ; ;945
183;2;1;2021;1;0;1;3;6; ; ; ;945
183;2;1;2021;1;0;1;4;6; ; ; ;945
183;2;1;2021;1;0;1;5;6; ; ; ;945
183;2;1;2021;1;0;1;6;6; ; ; ;945
183;2;1;2021;1;0;1;7;6; ; ; ;945
183;2;1;2021;1;0;1;8;6; ; ; ;945
183;2;1;2021;1;0;1;9;6; ; ; ;945
183;2;1;2021;1;0;1;11;6; ; ; ;945
183;2;1;2021;1;0;1;12;6; ; ; ;945
183;2;1;2021;1;0;1;13;6; ; ; ;945
183;2;1;2021;1;0;1;14;6; ; ; ;945
183;2;1;2021;1;0;1;15;6; ; ; ;945
183;2;1;2021;1;0;1;16;6; ; ; ;945
183;2;1;2021;1;0;1;17;6; ; ; ;945
183;2;1;2021;1;0;1;18;6; ; ; ;945
183;2;1;2021;1;0;1;19;6; ; ; ;945
183;2;1;2021;1;0;1;20;6; ; ; ;945
183;2;1;2021;1;0;1;21;6; ; ; ;945
183;2;1;2021;1;0;1;22;6; ; ; ;945
183;2;1;2021;1;0;1;23;6; ; ; ;945
183;2;1;2021;1;0;1;24;6; ; ; ;945
183;11;1;2021;1;0;1;1;6; ; ; ;504
183;11;1;2021;1;0;1;2;6; ; ; ;504
183;11;1;2021;1;0;1;3;6; ; ; ;504
183;11;1;2021;1;0;1;4;6; ; ; ;504
183;11;1;2021;1;0;1;5;6; ; ; ;504
183;11;1;2021;1;0;1;6;6; ; ; ;504
183;11;1;2021;1;0;1;7;6; ; ; ;504
183;11;1;2021;1;0;1;8;6; ; ; ;504
183;11;1;2021;1;0;1;9;6; ; ; ;504
183;11;1;2021;1;0;1;11;6; ; ; ;504
183;11;1;2021;1;0;1;12;6; ; ; ;504
183;11;1;2021;1;0;1;13;6; ; ; ;504
183;11;1;2021;1;0;1;14;6; ; ; ;504
183;11;1;2021;1;0;1;15;6; ; ; ;504
183;11;1;2021;1;0;1;16;6; ; ; ;504
183;11;1;2021;1;0;1;17;6; ; ; ;504
183;11;1;2021;1;0;1;18;6; ; ; ;504
183;11;1;2021;1;0;1;19;6; ; ; ;504
183;11;1;2021;1;0;1;20;6; ; ; ;504
183;11;1;2021;1;0;1;21;6; ; ; ;504
183;11;1;2021;1;0;1;22;6; ; ; ;504
183;11;1;2021;1;0;1;23;6; ; ; ;504
183;11;1;2021;1;0;1;24;6; ; ; ;504
183;17;1;2021;1;0;1;1;6; ; ; ;1113
183;17;1;2021;1;0;1;2;6; ; ; ;1113
183;17;1;2021;1;0;1;3;6; ; ; ;1113
183;17;1;2021;1;0;1;4;6; ; ; ;1113
183;17;1;2021;1;0;1;5;6; ; ; ;1113
183;17;1;2021;1;0;1;6;6; ; ; ;1113
183;17;1;2021;1;0;1;7;6; ; ; ;1113
183;17;1;2021;1;0;1;8;6; ; ; ;1113
183;17;1;2021;1;0;1;9;6; ; ; ;1113
183;17;1;2021;1;0;1;11;6; ; ; ;1113
183;17;1;2021;1;0;1;12;6; ; ; ;1113
183;17;1;2021;1;0;1;13;6; ; ; ;1113
183;17;1;2021;1;0;1;14;6; ; ; ;1113
183;17;1;2021;1;0;1;15;6; ; ; ;1113
183;17;1;2021;1;0;1;16;6; ; ; ;1113
183;17;1;2021;1;0;1;17;6; ; ; ;1113
183;17;1;2021;1;0;1;18;6; ; ; ;1113
183;17;1;2021;1;0;1;19;6; ; ; ;1113
183;17;1;2021;1;0;1;20;6; ; ; ;1113
183;17;1;2021;1;0;1;21;6; ; ; ;1113
183;17;1;2021;1;0;1;22;6; ; ; ;1113
183;17;1;2021;1;0;1;23;6; ; ; ;1113
183;17;1;2021;1;0;1;24;6; ; ; ;1113
183;46;1;2021;1;0;1;1;6; ; ; ;633
183;46;1;2021;1;0;1;2;6; ; ; ;633
183;46;1;2021;1;0;1;3;6; ; ; ;633
183;46;1;2021;1;0;1;4;6; ; ; ;633
183;46;1;2021;1;0;1;5;6; ; ; ;633
183;46;1;2021;1;0;1;6;6; ; ; ;633
183;46;1;2021;1;0;1;7;6; ; ; ;633
183;46;1;2021;1;0;1;8;6; ; ; ;633
183;46;1;2021;1;0;1;9;6; ; ; ;633
183;46;1;2021;1;0;1;11;6; ; ; ;633
183;46;1;2021;1;0;1;12;6; ; ; ;633
183;46;1;2021;1;0;1;13;6; ; ; ;633
183;46;1;2021;1;0;1;14;6; ; ; ;633
183;46;1;2021;1;0;1;15;6; ; ; ;633
183;46;1;2021;1;0;1;16;6; ; ; ;633
183;46;1;2021;1;0;1;17;6; ; ; ;633
183;46;1;2021;1;0;1;18;6; ; ; ;633
183;46;1;2021;1;0;1;19;6; ; ; ;633
183;46;1;2021;1;0;1;20;6; ; ; ;633
183;46;1;2021;1;0;1;21;6; ; ; ;633
183;46;1;2021;1;0;1;22;6; ; ; ;633
183;46;1;2021;1;0;1;23;6; ; ; ;633
183;46;1;2021;1;0;1;24;6; ; ; ;633
183;47;1;2021;1;0;1;1;6; ; ; ;445
183;47;1;2021;1;0;1;2;6; ; ; ;445
183;47;1;2021;1;0;1;3;6; ; ; ;445
183;47;1;2021;1;0;1;4;6; ; ; ;445
183;47;1;2021;1;0;1;5;6; ; ; ;445
183;47;1;2021;1;0;1;6;6; ; ; ;445
183;47;1;2021;1;0;1;7;6; ; ; ;445
183;47;1;2021;1;0;1;8;6; ; ; ;445
183;47;1;2021;1;0;1;9;6; ; ; ;445
183;47;1;2021;1;0;1;11;6; ; ; ;445
183;47;1;2021;1;0;1;12;6; ; ; ;445
183;47;1;2021;1;0;1;13;6; ; ; ;445
183;47;1;2021;1;0;1;14;6; ; ; ;445
183;47;1;2021;1;0;1;15;6; ; ; ;445
183;47;1;2021;1;0;1;16;6; ; ; ;445
183;47;1;2021;1;0;1;17;6; ; ; ;445
183;47;1;2021;1;0;1;18;6; ; ; ;445
183;47;1;2021;1;0;1;19;6; ; ; ;445
183;47;1;2021;1;0;1;20;6; ; ; ;445
183;47;1;2021;1;0;1;21;6; ; ; ;445
183;47;1;2021;1;0;1;22;6; ; ; ;445
183;47;1;2021;1;0;1;23;6; ; ; ;445
183;47;1;2021;1;0;1;24;6; ; ; ;445
183;48;1;2021;1;0;1;1;6; ; ; ;316
183;48;1;2021;1;0;1;2;6; ; ; ;316
183;48;1;2021;1;0;1;3;1;3;2;6;316
183;48;1;2021;1;0;1;4;6; ; ; ;316
183;48;1;2021;1;0;1;5;6; ; ; ;316
183;48;1;2021;1;0;1;6;6; ; ; ;316
183;48;1;2021;1;0;1;7;6; ; ; ;316
183;48;1;2021;1;0;1;8;6; ; ; ;316
183;48;1;2021;1;0;1;9;6; ; ; ;316
183;48;1;2021;1;0;1;11;6; ; ; ;316
183;48;1;2021;1;0;1;12;1;3;2;6;316
183;48;1;2021;1;0;1;13;6; ; ; ;316
183;48;1;2021;1;0;1;14;6; ; ; ;316
183;48;1;2021;1;0;1;15;1;3;2;6;316
183;48;1;2021;1;0;1;16;1;1;1;6;316
183;48;1;2021;1;0;1;17;1;2;2;6;316
183;48;1;2021;1;0;1;18;1;2;2;6;316
183;48;1;2021;1;0;1;19;6; ; ; ;316
183;48;1;2021;1;0;1;20;6; ; ; ;316
183;48;1;2021;1;0;1;21;1;1;3;6;316
183;48;1;2021;1;0;1;22;6; ; ; ;316
183;48;1;2021;1;0;1;23;6; ; ; ;316
183;48;1;2021;1;0;1;24;6; ; ; ;316
222;2;1;2021;1;0;1;1;6; ; ; ;260
222;2;1;2021;1;0;1;2;6; ; ; ;260
222;2;1;2021;1;0;1;3;6; ; ; ;260
222;2;1;2021;1;0;1;4;6; ; ; ;260
222;2;1;2021;1;0;1;5;1;2;1;1;260
222;2;1;2021;1;0;1;6;6; ; ; ;260
222;2;1;2021;1;0;1;7;6; ; ; ;260
222;2;1;2021;1;0;1;8;6; ; ; ;260
222;2;1;2021;1;0;1;9;6; ; ; ;260
222;2;1;2021;1;0;1;11;6; ; ; ;260
222;2;1;2021;1;0;1;12;6; ; ; ;260
222;2;1;2021;1;0;1;13;6; ; ; ;260
222;2;1;2021;1;0;1;14;6; ; ; ;260
222;2;1;2021;1;0;1;15;6; ; ; ;260
222;2;1;2021;1;0;1;16;6; ; ; ;260
222;2;1;2021;1;0;1;17;6; ; ; ;260
222;2;1;2021;1;0;1;18;6; ; ; ;260
222;2;1;2021;1;0;1;19;6; ; ; ;260
222;2;1;2021;1;0;1;20;6; ; ; ;260
222;2;1;2021;1;0;1;21;6; ; ; ;260
222;2;1;2021;1;0;1;22;6; ; ; ;260
222;2;1;2021;1;0;1;23;6; ; ; ;260
222;2;1;2021;1;0;1;24;6; ; ; ;260
222;3;1;2021;1;0;1;1;6; ; ; ;193
222;3;1;2021;1;0;1;2;6; ; ; ;193
222;3;1;2021;1;0;1;3;6; ; ; ;193
222;3;1;2021;1;0;1;4;6; ; ; ;193
222;3;1;2021;1;0;1;5;6; ; ; ;193
222;3;1;2021;1;0;1;6;6; ; ; ;193
222;3;1;2021;1;0;1;7;6; ; ; ;193
222;3;1;2021;1;0;1;8;6; ; ; ;193
222;3;1;2021;1;0;1;9;6; ; ; ;193
222;3;1;2021;1;0;1;11;6; ; ; ;193
222;3;1;2021;1;0;1;12;6; ; ; ;193
222;3;1;2021;1;0;1;13;6; ; ; ;193
222;3;1;2021;1;0;1;14;6; ; ; ;193
222;3;1;2021;1;0;1;15;6; ; ; ;193
222;3;1;2021;1;0;1;16;6; ; ; ;193
222;3;1;2021;1;0;1;17;6; ; ; ;193
222;3;1;2021;1;0;1;18;6; ; ; ;193
222;3;1;2021;1;0;1;19;6; ; ; ;193
222;3;1;2021;1;0;1;20;6; ; ; ;193
222;3;1;2021;1;0;1;21;6; ; ; ;193
222;3;1;2021;1;0;1;22;6; ; ; ;193
222;3;1;2021;1;0;1;23;6; ; ; ;193
222;3;1;2021;1;0;1;24;6; ; ; ;193
222;8;1;2021;1;0;1;1;1;2;2;1;330
222;8;1;2021;1;0;1;2;6; ; ; ;330
222;8;1;2021;1;0;1;3;6; ; ; ;330
222;8;1;2021;1;0;1;4;6; ; ; ;330
222;8;1;2021;1;0;1;5;6; ; ; ;330
222;8;1;2021;1;0;1;6;6; ; ; ;330
222;8;1;2021;1;0;1;7;6; ; ; ;330
222;8;1;2021;1;0;1;8;6; ; ; ;330
222;8;1;2021;1;0;1;9;6; ; ; ;330
222;8;1;2021;1;0;1;11;6; ; ; ;330
222;8;1;2021;1;0;1;12;6; ; ; ;330
222;8;1;2021;1;0;1;13;6; ; ; ;330
222;8;1;2021;1;0;1;14;6; ; ; ;330
222;8;1;2021;1;0;1;15;6; ; ; ;330
222;8;1;2021;1;0;1;16;6; ; ; ;330
222;8;1;2021;1;0;1;17;6; ; ; ;330
222;8;1;2021;1;0;1;18;6; ; ; ;330
222;8;1;2021;1;0;1;19;6; ; ; ;330
222;8;1;2021;1;0;1;20;6; ; ; ;330
222;8;1;2021;1;0;1;21;6; ; ; ;330
222;8;1;2021;1;0;1;22;6; ; ; ;330
222;8;1;2021;1;0;1;23;6; ; ; ;330
222;8;1;2021;1;0;1;24;6; ; ; ;330
222;12;1;2021;1;0;1;1;6; ; ; ;260
222;12;1;2021;1;0;1;2;6; ; ; ;260
222;12;1;2021;1;0;1;3;6; ; ; ;260
222;12;1;2021;1;0;1;4;6; ; ; ;260
222;12;1;2021;1;0;1;5;6; ; ; ;260
222;12;1;2021;1;0;1;6;6; ; ; ;260
222;12;1;2021;1;0;1;7;6; ; ; ;260
222;12;1;2021;1;0;1;8;6; ; ; ;260
222;12;1;2021;1;0;1;9;6; ; ; ;260
222;12;1;2021;1;0;1;11;6; ; ; ;260
222;12;1;2021;1;0;1;12;6; ; ; ;260
222;12;1;2021;1;0;1;13;6; ; ; ;260
222;12;1;2021;1;0;1;14;6; ; ; ;260
222;12;1;2021;1;0;1;15;6; ; ; ;260
222;12;1;2021;1;0;1;16;6; ; ; ;260
222;12;1;2021;1;0;1;17;6; ; ; ;260
222;12;1;2021;1;0;1;18;6; ; ; ;260
222;12;1;2021;1;0;1;19;6; ; ; ;260
222;12;1;2021;1;0;1;20;6; ; ; ;260
222;12;1;2021;1;0;1;21;6; ; ; ;260
222;12;1;2021;1;0;1;22;6; ; ; ;260
222;12;1;2021;1;0;1;23;6; ; ; ;260
222;12;1;2021;1;0;1;24;6; ; ; ;260
222;19;1;2021;1;0;1;1;6; ; ; ;232
222;19;1;2021;1;0;1;2;6; ; ; ;232
222;19;1;2021;1;0;1;3;1;3;3;1;232
222;19;1;2021;1;0;1;4;1;2;3;1;232
222;19;1;2021;1;0;1;5;1;2;3;1;232
222;19;1;2021;1;0;1;6;1;2;3;1;232
222;19;1;2021;1;0;1;7;6; ; ; ;232
222;19;1;2021;1;0;1;8;6; ; ; ;232
222;19;1;2021;1;0;1;9;1;2;3;1;232
222;19;1;2021;1;0;1;11;6; ; ; ;232
222;19;1;2021;1;0;1;12;1;2;3;6;232
222;19;1;2021;1;0;1;13;6; ; ; ;232
222;19;1;2021;1;0;1;14;6; ; ; ;232
222;19;1;2021;1;0;1;15;1;2;3;1;232
222;19;1;2021;1;0;1;16;1;1;3;6;232
222;19;1;2021;1;0;1;17;1;1;3;6;232
222;19;1;2021;1;0;1;18;1;1;3;6;232
222;19;1;2021;1;0;1;19;1;1;3;6;232
222;19;1;2021;1;0;1;20;1;1;3;6;232
222;19;1;2021;1;0;1;21;6; ; ; ;232
222;19;1;2021;1;0;1;22;6; ; ; ;232
222;19;1;2021;1;0;1;23;6; ; ; ;232
222;19;1;2021;1;0;1;24;6; ; ; ;232
222;36;1;2021;1;0;1;1;1;1;1;6;464
222;36;1;2021;1;0;1;2;6; ; ; ;464
222;36;1;2021;1;0;1;3;6; ; ; ;464
222;36;1;2021;1;0;1;4;6; ; ; ;464
222;36;1;2021;1;0;1;5;1;2;1;6;464
222;36;1;2021;1;0;1;6;6; ; ; ;464
222;36;1;2021;1;0;1;7;6; ; ; ;464
222;36;1;2021;1;0;1;8;6; ; ; ;464
222;36;1;2021;1;0;1;9;6; ; ; ;464
222;36;1;2021;1;0;1;11;6; ; ; ;464
222;36;1;2021;1;0;1;12;6; ; ; ;464
222;36;1;2021;1;0;1;13;6; ; ; ;464
222;36;1;2021;1;0;1;14;6; ; ; ;464
222;36;1;2021;1;0;1;15;6; ; ; ;464
222;36;1;2021;1;0;1;16;1;3;1;6;464
222;36;1;2021;1;0;1;17;6; ; ; ;464
222;36;1;2021;1;0;1;18;6; ; ; ;464
222;36;1;2021;1;0;1;19;6; ; ; ;464
222;36;1;2021;1;0;1;20;6; ; ; ;464
222;36;1;2021;1;0;1;21;6; ; ; ;464
222;36;1;2021;1;0;1;22;6; ; ; ;464
222;36;1;2021;1;0;1;23;6; ; ; ;464
222;36;1;2021;1;0;1;24;6; ; ; ;464
274;8;1;2021;1;0;1;1;6; ; ; ;3622
274;8;1;2021;1;0;1;2;6; ; ; ;3622
274;8;1;2021;1;0;1;3;6; ; ; ;3622
274;8;1;2021;1;0;1;4;6; ; ; ;3622
274;8;1;2021;1;0;1;5;6; ; ; ;3622
274;8;1;2021;1;0;1;6;6; ; ; ;3622
274;8;1;2021;1;0;1;7;6; ; ; ;3622
274;8;1;2021;1;0;1;8;6; ; ; ;3622
274;8;1;2021;1;0;1;9;6; ; ; ;3622
274;8;1;2021;1;0;1;11;6; ; ; ;3622
274;8;1;2021;1;0;1;12;6; ; ; ;3622
274;8;1;2021;1;0;1;13;6; ; ; ;3622
274;8;1;2021;1;0;1;14;6; ; ; ;3622
274;8;1;2021;1;0;1;15;6; ; ; ;3622
274;8;1;2021;1;0;1;16;6; ; ; ;3622
274;8;1;2021;1;0;1;17;6; ; ; ;3622
274;8;1;2021;1;0;1;18;6; ; ; ;3622
274;8;1;2021;1;0;1;19;6; ; ; ;3622
274;8;1;2021;1;0;1;20;6; ; ; ;3622
274;8;1;2021;1;0;1;21;6; ; ; ;3622
274;8;1;2021;1;0;1;22;6; ; ; ;3622
274;8;1;2021;1;0;1;23;6; ; ; ;3622
274;8;1;2021;1;0;1;24;6; ; ; ;3622
274;23;1;2021;1;0;1;1;6; ; ; ;751
274;23;1;2021;1;0;1;2;6; ; ; ;751
274;23;1;2021;1;0;1;3;6; ; ; ;751
274;23;1;2021;1;0;1;4;6; ; ; ;751
274;23;1;2021;1;0;1;5;6; ; ; ;751
274;23;1;2021;1;0;1;6;6; ; ; ;751
274;23;1;2021;1;0;1;7;6; ; ; ;751
274;23;1;2021;1;0;1;8;6; ; ; ;751
274;23;1;2021;1;0;1;9;6; ; ; ;751
274;23;1;2021;1;0;1;11;6; ; ; ;751
274;23;1;2021;1;0;1;12;6; ; ; ;751
274;23;1;2021;1;0;1;13;6; ; ; ;751
274;23;1;2021;1;0;1;14;6; ; ; ;751
274;23;1;2021;1;0;1;15;6; ; ; ;751
274;23;1;2021;1;0;1;16;6; ; ; ;751
274;23;1;2021;1;0;1;17;6; ; ; ;751
274;23;1;2021;1;0;1;18;6; ; ; ;751
274;23;1;2021;1;0;1;19;6; ; ; ;751
274;23;1;2021;1;0;1;20;6; ; ; ;751
274;23;1;2021;1;0;1;21;6; ; ; ;751
274;23;1;2021;1;0;1;22;6; ; ; ;751
274;23;1;2021;1;0;1;23;6; ; ; ;751
274;23;1;2021;1;0;1;24;6; ; ; ;751
327;6;1;2021;1;0;1;1;6; ; ; ;673
327;6;1;2021;1;0;1;2;6; ; ; ;673
327;6;1;2021;1;0;1;3;6; ; ; ;673
327;6;1;2021;1;0;1;4;6; ; ; ;673
327;6;1;2021;1;0;1;5;1;1;1;6;673
327;6;1;2021;1;0;1;6;6; ; ; ;673
327;6;1;2021;1;0;1;7;6; ; ; ;673
327;6;1;2021;1;0;1;8;6; ; ; ;673
327;6;1;2021;1;0;1;9;6; ; ; ;673
327;6;1;2021;1;0;1;11;6; ; ; ;673
327;6;1;2021;1;0;1;12;6; ; ; ;673
327;6;1;2021;1;0;1;13;6; ; ; ;673
327;6;1;2021;1;0;1;14;6; ; ; ;673
327;6;1;2021;1;0;1;15;6; ; ; ;673
327;6;1;2021;1;0;1;16;6; ; ; ;673
327;6;1;2021;1;0;1;17;6; ; ; ;673
327;6;1;2021;1;0;1;18;6; ; ; ;673
327;6;1;2021;1;0;1;19;6; ; ; ;673
327;6;1;2021;1;0;1;20;6; ; ; ;673
327;6;1;2021;1;0;1;21;6; ; ; ;673
327;6;1;2021;1;0;1;22;6; ; ; ;673
327;6;1;2021;1;0;1;23;6; ; ; ;673
327;6;1;2021;1;0;1;24;6; ; ; ;673
327;13;1;2021;1;0;1;1;6; ; ; ;505
327;13;1;2021;1;0;1;2;6; ; ; ;505
327;13;1;2021;1;0;1;3;1;3;2;6;505
327;13;1;2021;1;0;1;4;1;2;2;6;505
327;13;1;2021;1;0;1;5;6; ; ; ;505
327;13;1;2021;1;0;1;6;6; ; ; ;505
327;13;1;2021;1;0;1;7;6; ; ; ;505
